cat_code,category,id,ingame_name,class,rarity,rarity_source,rarity_vallode,rarity_guide,rarity_daigo_owned,G_weapon,rarity_9or10,attack_display,class_multiplier,true_raw,affinity,weapon_slots,element,element_true,sharpness,sharpness_plus1,improve_from,create_cost,create_materials,improve_cost,improve_materials,alt_create_materials,improve_to,reload,recoil,max_attack,rapid_fire,ammo_summary,bow_coatings,bow_charge_shots,armor_skills,name_eu_build
5,blademaster_weapon,1037,Crow Shamisen,hunting-horn,9,vallode,9,,,,Y,1404,5.2,270,0%,0,Poison 180,Poison 18,"8,7,7,11,5,2","8,7,7,11,5,5,2",Wolf Shamisen,,,105000,LethrGarugaTail x2; Str Garuga Wing x2; SilverGarugaPelt x2; ThickGarugaScale x8,,,,,,,,,,,
5,blademaster_weapon,1038,Mysterious Jaw,hammer,9,vallode,9,,9,,Y,1144,5.2,220,30%,2,,,"19,2,5,7,4,3","19,2,5,7,4,5,3",Violence Hammer,,,80000,Splendid Beak x2; ThkBlueKut-KuScl x4; HvyBlueKut-KuShl x6; Lucky Kut-Ku Ear x2,,,,,,,,,,,
5,blademaster_weapon,1039,Purple Mace,hammer,9,vallode,9,,,,Y,1092,5.2,210,15%,1,Poison 380,Poison 38,"19,2,5,7,4,3","19,2,5,7,4,5,3",Death Venom Hammer,,,85000,HrdPuGypcerosWng x5; DeadlyPoisonSac x5; Pur Gypceros Wng x7,,Pitohui Bird Mace,,,,,,,,,
5,blademaster_weapon,1040,Pitohui Bird Mace,hammer,9,vallode,9,,9,,Y,1248,5.2,240,15%,1,Poison 400,Poison 40,"9,2,13,7,5,4","9,2,13,7,5,6,3",Purple Mace,,,110000,HrdPuGypcerosWng x5; HardGypcerosHead x1; LethrGarugaTail x2; Rejuvenated Beak x3,,,,,,,,,,,
5,blademaster_weapon,1041,Blood Flute+,hunting-horn,7,vallode,7,,,,N,988,5.2,190,0%,1,Thunder 380,Thunder 38,"14,4,6,7,4","14,4,6,7,4,5",Blood Horn,,,50000,Alluring Webbing x6; Wyvern Stone x2; Thunder Sac x5,,Blood Flute+,,,,,,,,,
5,blademaster_weapon,1042,Brute Flute,hunting-horn,9,vallode,9,,,,Y,1300,5.2,250,0%,1,Thunder 420,Thunder 42,"14,4,6,7,4,5","14,4,6,7,4,6,4",Blood Flute+,,,115000,StrAlluringWing x6; KhezuSpecialCut x1; BigEDragonBone x2,,,,,,,,,,,
5,blademaster_weapon,1043,Purse Bop,hammer,7,vallode,7,,,,N,1040,5.2,200,0%,0,Thunder 200,Thunder 20,"5,4,14,10,2","5,4,14,10,4,3",Khezu Horn+,50000,Khezu Hide - Tan x8; Carbalite Ore x10; Thunder Sac x5; Pale Bone x2,50000,Khezu Hide - Tan x5; Dragonite Ore x10; Thunder Sac x3; Thunderbug x20,,Purse Bop+,,,,,,,,,
5,blademaster_weapon,1044,Purse Bop+,hammer,7,vallode,7,,,,N,1040,5.2,200,0%,0,Thunder 200,Thunder 20,"5,4,14,10,2","5,4,14,10,4,3",Khezu Horn+,50000,Khezu Hide - Tan x8; Carbalite Ore x10; Thunder Sac x5; Pale Bone x2,50000,Khezu Hide - Tan x5; Dragonite Ore x10; Thunder Sac x3; Thunderbug x20,,Purse Bop+,,,,,,,,,
5,blademaster_weapon,1045,Khezu Thunder,hammer,10,vallode,10,,10,,Y,1456,5.2,280,0%,1,Thunder 250,Thunder 25,"9,2,13,7,5,4","9,2,13,7,5,6,3",Purse Bop+,,,120000,KhezuHide-Cream x8; Thunderbug Jelly x5; KhezuSpecialCut x1; YamaTsukamiFluid x2,,,,,,,,,,,
5,blademaster_weapon,1046,Shell Castanet,hunting-horn,7,vallode,7,,,,N,1040,5.2,200,0%,0,Water 220,Water 22,"10,1,3,17,4","10,1,3,17,6,3",Ancient Relic,50000,Hermitaur Carpce x6; Ceanataur Carpce x3; Hermitaur Claw+ x2; Rubbery Hide+ x4,50000,Hermitaur Carpce x4; Ceanataur Carpce x2; Hermitaur Claw+ x1,,Shell Castanet+; Crabby Castanet,,,,,,,,,
5,blademaster_weapon,1047,Shell Castanet+,hunting-horn,7,vallode,7,,,,N,1040,5.2,200,0%,0,Water 220,Water 22,"10,1,3,17,4","10,1,3,17,6,3",Ancient Relic,50000,Hermitaur Carpce x6; Ceanataur Carpce x3; Hermitaur Claw+ x2; Rubbery Hide+ x4,50000,Hermitaur Carpce x4; Ceanataur Carpce x2; Hermitaur Claw+ x1,,Shell Castanet+; Crabby Castanet,,,,,,,,,
5,blademaster_weapon,1048,Bi-Colored Castanet,hunting-horn,10,vallode,10,,,,Y,1404,5.2,270,0%,0,Water 260,Water 26,"6,4,8,12,6,4","6,4,8,12,6,5,4",Shell Castanet+,,,115000,HvyHermitaurShl x2; HvyCeanataurShl x4; HrdCeanataurClaw x2; Giant Blk Pearl x2,,,,,,,,,,,
5,blademaster_weapon,1049,Crabby Castanet,hunting-horn,9,vallode,9,,,,Y,1300,5.2,250,0%,0,,,"5,4,14,10,4,6,2","5,4,14,10,4,6,2",Shell Castanet,,,90000,PlumD.HermitrShl x4; TerraCeanatrShl x2; PlumD.HermitrClw x1,,Klick-Klack,,,,,,,,,
5,blademaster_weapon,1050,Klick-Klack,hunting-horn,10,vallode,10,,10,,Y,1352,5.2,260,0%,0,,,"9,2,13,7,5,6,3","9,2,13,7,5,6,3",Crabby Castanet,,,120000,PlumD.HermitrShl x6; TerraCeanatrShl x4; Hard Gaoren Claw x2; HvnlyGaorenShell x1,,,,,,,,,,,
5,blademaster_weapon,1051,Glass Royale,hunting-horn,9,vallode,9,,,,Y,1092,5.2,210,0%,1,Ice 250,Ice 25,"8,7,7,11,5,5,2","8,7,7,11,5,5,2",Glass Queen,80000,Purecrystal x2; Vspoid Razorwing x15; Hornet Razorwing x15; VespoidQn'sCrown x2,80000,Purecrystal x1; Vspoid Razorwing x8; Hornet Razorwing x8,,Queen's Flute,,,,,,,,,
5,blademaster_weapon,1052,Queen's Flute,hunting-horn,9,vallode,9,,,,Y,1248,5.2,240,0%,1,Ice 300,Ice 30,"5,4,14,10,4,6,2","5,4,14,10,4,6,2",Glass Royale,,,105000,Vspoid Razorwing x5; Hornet Razorwing x5; Monster Essence x10; PhantomButterfly x10,,,,,,,,,,,
5,blademaster_weapon,1053,Desert Cone,hammer,9,vallode,9,,,,Y,1456,5.2,280,-10%,1,,,"3,2,17,12,4,2","3,2,17,12,4,5,2",Great Cone,95000,Blangonga Pelt+ x10; HvyC.BlangoFang x4; LthrC.BlangoTail x1; Massive Bone x1,115000,C.BlangongaPelt+ x5; Lthr Pelagus Plt x3; Massive Bone x4,,Magnitude,,,,,,,,,
5,blademaster_weapon,1054,Magnitude,hammer,10,vallode,10,,10,,Y,1612,5.2,310,-15%,1,,,"5,4,14,10,4,3","5,4,14,10,4,6,2",Desert Cone,,,115000,HvyC.BlangoFang x2; LthrC.BlangoTail x2; Blk Rajang Pelt+ x4; PhantomButterfly x10,,,,,,,,,,,
5,blademaster_weapon,1055,Giadrome Balloon G,hunting-horn,9,vallode,9,,,Y,Y,1404,5.2,270,0%,0,Ice 180,Ice 18,"3,2,17,12,4,2","3,2,17,12,4,5,2",,100000,Commendation G x1; Giadrome Skull x5; RobustWyvernBone x10; Giadrome Claw+ x15,,,,,,,,,,,,,
5,blademaster_weapon,1056,Velociprey Balloon,hunting-horn,6,vallode,6,,6,,N,988,5.2,190,0%,3,,,"5,4,14,7","5,4,14,10,2",Giaprey Balloon+,,,30000,Velociprey Scle+ x5; Velociprey Hide x10; Velociprey Fang x15; Screamer x3,,Velociprey Balloon+,,,,,,,,,
5,blademaster_weapon,1057,Velociprey Balloon+,hunting-horn,6,vallode,6,,,,N,988,5.2,190,0%,3,,,"5,4,14,7","5,4,14,10,2",Giaprey Balloon+,,,30000,Velociprey Scle+ x5; Velociprey Hide x10; Velociprey Fang x15; Screamer x3,,Velociprey Balloon+,,,,,,,,,
5,blademaster_weapon,1058,Velocidrome Balloon,hunting-horn,9,vallode,9,,,,Y,1144,5.2,220,0%,3,,,"5,4,14,10,2","5,4,14,10,4,3",Velociprey Balloon+,,,80000,Velocidrome Head x3; Velocidrome Clw+ x6; RobustWyvernBone x10; Emperor Cricket x5,,Velocidrome Balloon+,,,,,,,,,
5,blademaster_weapon,1059,Velocidrome Balloon+,hunting-horn,9,vallode,9,,,,Y,1144,5.2,220,0%,3,,,"5,4,14,10,2","5,4,14,10,4,3",Velociprey Balloon+,,,80000,Velocidrome Head x3; Velocidrome Clw+ x6; RobustWyvernBone x10; Emperor Cricket x5,,Velocidrome Balloon+,,,,,,,,,
5,blademaster_weapon,1060,Hunter's Horn,hunting-horn,6,vallode,6,,,,N,1040,5.2,200,0%,2,,,"8,7,7,8","8,7,7,11,2",Bone Horn+,,,35000,Dragon Toadstool x5; Hrd Monster Bone x3; Monster Broth x5,,Hunter's Horn+,,,,,,,,,
5,blademaster_weapon,1061,Hunter's Horn+,hunting-horn,6,vallode,6,,,,N,1040,5.2,200,0%,2,,,"8,7,7,8","8,7,7,11,2",Bone Horn+,,,35000,Dragon Toadstool x5; Hrd Monster Bone x3; Monster Broth x5,,Hunter's Horn+,,,,,,,,,
5,blademaster_weapon,1062,Native's Horn,hunting-horn,9,vallode,9,,,,Y,1404,5.2,270,0%,2,,,"8,7,7,11,5,2","8,7,7,11,5,5,2",Hunter's Horn+,,,100000,Dragon Toadstool x10; BigEDragonBone x3; Massive Bone x5; Commendation G x1,,,,,,,,,,,
5,blademaster_weapon,1063,Genie's Ocarina,hunting-horn,10,vallode,10,,,,Y,1300,5.2,250,0%,2,Poison 440,Poison 44,"19,2,5,7,4,3","19,2,5,7,4,5,3",Cursed Ocarina,,,130000,SpecChameleHide+ x6; StrChameleosWing x5; HrdChameleosHorn x2; BigEDragonJewel x1,,,,,,,,,,,
5,blademaster_weapon,1064,Conga Conga,hunting-horn,9,vallode,9,,,,Y,1456,5.2,280,0%,1,,,"10,1,3,16","10,1,3,17,4",War Conga,,,95000,HrdCongalalaPlt+ x6; Lg Pelagus Fang x2; Congalala Claw+ x8; Massive Bone x2,,,,,,,,,,,
5,blademaster_weapon,1065,Jungle Bongo,hunting-horn,9,vallode,9,,,,Y,1248,5.2,240,0%,0,,,"8,7,7,11,2","8,7,7,11,5,2",War Conga,85000,Congalala Pelt+ x8; Vibrant Comb x1; Massive Bone x4; Emperor Cricket x5,85000,Congalala Pelt+ x8; Lg Pelagus Fang x2; Rare Scarab x5,,Jungle Conga,,,,,,,,,
5,blademaster_weapon,1066,Jungle Conga,hunting-horn,9,vallode,9,,,,Y,1456,5.2,280,0%,0,,,"8,7,7,11,5,2","8,7,7,11,5,5,2",Jungle Bongo,,,115000,HrdBlangongaPlt+ x4; Congalala Pelt+ x8; HrdE.CongaClaw x4; Vibrant Comb x2,,,,,,,,,,,
5,blademaster_weapon,1067,Chaotic Order,hammer,10,vallode,10,,10,,Y,1508,5.2,290,0%,0,,,"10,1,3,17,6,3","10,1,3,17,6,5,3",Diablo Chaos Broker,,,115000,StoutBlkTwstdHrn x2; Top-GrdRedHorn x2; HvyBlkBlosSpine x6; MonoblosThoracic x6,,,,,,,,,,,
5,blademaster_weapon,1068,Royal Lobster Hammer,hammer,9,vallode,9,,9,,Y,1144,5.2,220,0%,2,Water 350,Water 35,"5,4,14,10,2","5,4,14,10,4,3",King Lobster Hammer,,,90000,Gt Lobstershell x2; HvyPiscineFang x6; Eltalite Ore x5,,,,,,,,,,,
5,blademaster_weapon,1069,Claw of Doom,hammer,10,vallode,10,,10,,Y,1248,5.2,240,0%,0,Dragon 450,Dragon 45,"3,2,17,12,4,2","3,2,17,12,4,5,2",Dragon Demolisher,,,140000,Azure LaoS Claw x2; Lao-Shan'sHvyShl x5; Lao-ShanHvnlyScl x1; Purecrystal x3,,,,,,,,,,,
5,blademaster_weapon,1070,Gold Cat Crusher,hammer,9,vallode,9,,9,,Y,988,5.2,190,0%,2,Paralysis 380,Paralysis 38,"3,2,17,8","3,2,17,12,1",Gold Cat Hammer,,,90000,FlynMealPassPlus x10; Felyne Fur Ruby x3; GoldRajangPelt+ x3; Thunderbug Jelly x10,,,,,,,,,,,
5,blademaster_weapon,1071,Fatalis Demolisher,hammer,10,vallode,10,,10,,Y,1404,5.2,270,0%,1,Dragon 260,Dragon 26,"6,4,8,12,5","6,4,8,12,6,4",Fatalis Buster,,,150000,HardFatalisHorn x3; Fatalis Evil Eye x1; Hvy Fatalis Shl x2; BigEDragonJewel x1,,,,,,,,,,,
5,blademaster_weapon,1072,AncientFatalisRuiner,hammer,10,vallode,10,,10,,Y,1300,5.2,250,0%,0,Dragon 380,Dragon 38,"3,2,17,12,4,2","3,2,17,12,4,5,2",AncientFatalisBuster,,,150000,HrdWhtFatlisHorn x5; HvyWhtFatalisShl x2; Fatalis Evil Eye x2; BigEDragonJewel x3,,,,,,,,,,,
5,blademaster_weapon,1073,Black Lute,hunting-horn,5,vallode,5,,,,N,780,5.2,150,0%,0,Dragon 100,Dragon 10,"8,7,7,3","8,7,7,8",,15000,Dark Stone x1; Dark Piece x4; Pokke Ticket x1,,,,Fatalis Menace; Ancient Fatalis Lied,,,,,,,,,
5,blademaster_weapon,1074,Fatalis Menace,hunting-horn,8,vallode,8,,,,N,1092,5.2,210,0%,0,Dragon 260,Dragon 26,"3,2,17,12,1","3,2,17,12,4,2",Black Lute,,,100000,Fatalis Horn x2; Fatalis Webbing x1; Fatalis Scale x2; Chameleos Jewel x1,,Fatalis Menace Lute,,,,,,,,,
5,blademaster_weapon,1075,Fatalis Menace Lute,hunting-horn,10,vallode,10,,10,,Y,1456,5.2,280,0%,1,Dragon 320,Dragon 32,"10,1,3,17,4","10,1,3,17,6,3",Fatalis Menace,,,150000,HardFatalisHorn x2; ThckFatalisScale x4; BigEDragonJewel x1,,,,,,,,,,,
5,blademaster_weapon,1076,Ancient Fatalis Lied,hunting-horn,8,vallode,8,,,,N,1040,5.2,200,0%,0,Dragon 330,Dragon 33,"9,2,13,7,4","9,2,13,7,5,4",Black Lute,,,100000,Wht Fatalis Horn x2; Wht Fatalis Wbng x1; Wht Fatalis Scl x2; Daora Jewel x1,,Ancient Fatalis Lute,,,,,,,,,
5,blademaster_weapon,1077,Ancient Fatalis Lute,hunting-horn,10,vallode,10,,10,,Y,1352,5.2,260,0%,0,Dragon 380,Dragon 38,"3,2,17,12,4,2","3,2,17,12,4,5,2",Ancient Fatalis Lied,,,150000,HrdWhtFatlisHorn x2; StrWhtFatalisWng x1; ThckWhtFatlisScl x2; BigEDragonJewel x3,,,,,,,,,,,
5,blademaster_weapon,1078,AncientDrgnwoodFlute,hunting-horn,9,vallode,9,,,,Y,936,5.2,180,0%,2,Paralysis 240,Paralysis 24,"19,2,5,7,4,3","19,2,5,7,4,5,3",Spirit Dragonwd Horn,120000,AncientDrgnmoss x6; AncientDrgnwood x2; YamaTsukaFillet x2; Thunderbug Jelly x10,120000,AncientDrgnwood x3; AncientDrgnmoss x1; YamaTsukamiHide x2,,DivineAncDrgnwdFlute,,,,,,,,,
5,blademaster_weapon,1079,DivineAncDrgnwdFlute,hunting-horn,10,vallode,10,,10,,Y,1092,5.2,210,0%,2,Paralysis 260,Paralysis 26,"9,2,13,7,5,4","9,2,13,7,5,6,3",AncientDrgnwoodFlute,,,145000,AncientDrgnwood x6; YamaTsukamiFluid x5; Thunderbug Jelly x8; Commendation S x1,,,,,,,,,,,
5,blademaster_weapon,1080,Handmade Frog,hunting-horn,6,vallode,6,,,,N,884,5.2,170,0%,2,Water 450,Water 45,"6,4,8,12","6,4,8,12,5",,40000,Tailed Frog x2; Dragonwood+ x2; Frog x5,,,,Handcrafted Frog,,,,,,,,,
5,blademaster_weapon,1081,Handcrafted Frog,hunting-horn,9,vallode,9,,,,Y,1248,5.2,240,0%,2,Water 500,Water 50,"6,4,8,12,5","6,4,8,12,6,4",Handmade Frog,,,75000,Tailed Frog x5; Frog x10; Giant Blk Pearl x3; Gt Lobstershell x2,,,,,,,,,,,
5,blademaster_weapon,1082,Luna's Skirt,hammer,10,vallode,10,,,,Y,1300,5.2,250,0%,1,Fire 400,Fire 40,"9,2,13,7,5,4","9,2,13,7,5,6,3",Lunastra's Crown,,,130000,Lunastra Spike x3; ThckFireDrgnScl x6; BigEDragonJewel x1; Commendation x1,,,,,,,,,,,
5,blademaster_weapon,1083,Pulse Crusher Core,hammer,9,vallode,9,,9,,Y,1352,5.2,260,-20%,2,,,"19,2,5,7,4,3","19,2,5,7,4,5,3",Pulsating Core,,,100000,Purecrystal x8; ElderDragonBlood x10; Commendation G x1,,,,,,,,,,,
5,blademaster_weapon,1084,Daora's Hyperborea,hammer,10,vallode,10,,10,,Y,1300,5.2,250,15%,0,Ice 450,Ice 45,"6,4,8,12,6,4","6,4,8,12,6,5,4",Daora's Colossus,,,130000,Hvy Daora Shell x6; Hard Daora Horn x2; Str Daora Wing x2; BigEDragonJewel x1,,,,,,,,,,,
5,blademaster_weapon,1085,True Polytan G,,9,daigo,,,9,,Y,,,,,,,,,,,,,,,,,,,,,,,,,dummy
5,blademaster_weapon,1086,Red Lobster Hammer+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dummy
5,blademaster_weapon,1087,Red Lobster Impact,,9,daigo,,,9,,Y,,,,,,,,,,,,,,,,,,,,,,,,,dummy
5,blademaster_weapon,1088,Tigrex Hammer+,hammer,7,vallode,7,,10,,N,1144,5.2,220,-30%,0,,,"19,2,5,7,4,3","19,2,5,7,4,5,3",Striped Striker,,,80000,Tigrex Claw+ x3; Tigrex Scale + x5; Tigrex Skull Shl x3,,Tigrex Hammer+,,,,,,,,,
5,blademaster_weapon,1089,Hidden Breaker,hammer,7,vallode,7,,7,,N,988,5.2,190,50%,1,,,"3,2,17,12,4,2","3,2,17,12,4,5,2",Striped Striker,80000,Black Narga Pelt x10; Narga Scale+ x4; Narga Brain Stem x1; Hrd Monster Bone x6,80000,Black Narga Pelt x6; Narga Scale+ x3; Hrd Monster Bone x4,,Deep Darkhammer,,,,,,,,,
5,blademaster_weapon,1090,Deep Darkhammer,hammer,10,vallode,10,,10,,Y,1248,5.2,240,50%,2,,,"3,2,17,12,4,5,2","3,2,17,12,4,5,2",Hidden Breaker,120000,BlackNargaPelt+ x10; HvyNargacugaFang x4; HvyNargaTailSpik x6; HvnlyNargaScale x1,120000,BlackNargaPelt+ x7; ThickNargaScale x3; HvyNargacugaFang x2; Narga Brain Stem x2,,,,,,,,,,,
5,blademaster_weapon,1091,Tigrex Horn+,hunting-horn,7,vallode,7,,10,,N,1144,5.2,220,-30%,0,,,"19,2,5,7,4,3","19,2,5,7,4,5,3",Striped Dragonga,,,80000,Tigrex Carapace x5; Tigrex Fang+ x7; Tigrex Skull Shl x2,,Tigrex Horn+,,,,,,,,,
5,blademaster_weapon,1092,Hidden Tone,hunting-horn,7,vallode,7,,7,,N,988,5.2,190,50%,1,,,"3,2,17,12,4,2","3,2,17,12,4,5,2",Striped Dragonga,80000,Black Narga Pelt x6; NargaCuttingWing x6; Narga Brain Stem x1; Hrd Monster Bone x4,80000,Black Narga Pelt x4; NargaCuttingWing x4; Narga Tail Spike x3,,Demon's Darkflute,,,,,,,,,
5,blademaster_weapon,1093,Demon's Darkflute,hunting-horn,10,vallode,10,,10,,Y,1248,5.2,240,50%,2,,,"3,2,17,12,4,5,2","3,2,17,12,4,5,2",Hidden Tone,120000,Black Narga Pelt x10; StrNargaCttngWng x6; ThickNargaScale x6; HvnlyNargaScale x1,120000,BlackNargaPelt+ x6; StrNargaCttngWng x4; HvyNargaTailSpik x2; Narga Brain Stem x2,,,,,,,,,,,
5,blademaster_weapon,1094,Akantor Dark Melody,hunting-horn,10,vallode,10,,,,Y,1716,5.2,330,40%,0,,,"9,2,13,6","9,2,13,7,4",Akantor Horn,,,145000,Ukanlos Stone x1; Big Wyvern Stone x3; Akantor Tail x2; Akantor Fang x4,,,,,,,,,,,
5,blademaster_weapon,1095,Ukanlos Trampler,hammer,10,vallode,10,,10,,Y,1820,5.2,350,-30%,0,Ice 120,Ice 12,"17,2,4,7,2","17,2,4,7,4,3",,150000,UkanlosDiggngClw x3; HvyUkanlosShell x4; Lightning Sac x10; Ukanlos Stone x1,,,,,,,,,,,,,
5,blademaster_weapon,1096,Ukanlos Horned Flute,hunting-horn,10,vallode,10,,10,,Y,1820,5.2,350,-30%,0,Ice 120,Ice 12,"19,2,5,7,2","19,2,5,7,4,3",,150000,UkanlosShoveljaw x3; Hvy Ukanlos Tail x2; Ukanlosunderscl x5; Ukanlos Stone x1,,,,,,,,,,,,,
5,blademaster_weapon,1097,War Hammer G,hammer,9,vallode,9,,,Y,Y,1456,5.2,280,0%,0,,,"9,2,13,7,5,4","9,2,13,7,5,6,3",,100000,Commendation G x1; Iron Ore x30; Disk Stone x30; Eltalite Ore x12,,,,,,,,,,,,,
5,blademaster_weapon,1098,Iron Striker G,hammer,9,vallode,9,,,Y,Y,1456,5.2,280,0%,0,,,"3,2,17,12,4,2","3,2,17,12,4,5,2",,100000,Commendation G x1; Iron Ore x30; Machalite Ore x15; Mellanje Ore x5,,,,,,,,,,,,,
5,blademaster_weapon,1099,Onslaught Hammer G,hammer,10,vallode,10,,,Y,Y,1404,5.2,270,0%,1,,,"6,4,8,12,6,4","6,4,8,12,6,5,4",,100000,Commendation S x1; Dragonite Ore x20; HvyGraviosShell x5; Union Ore x15,,,,,,,,,,,,,
5,blademaster_weapon,1100,War Basher G,hammer,10,vallode,10,,10,Y,Y,1404,5.2,270,0%,2,,,"3,2,17,12,4,2","3,2,17,12,4,5,2",,100000,Commendation S x1; Carbalite Ore x20; Disk Stone x50; HvyBlkBlosShell x8,,,,,,,,,,,,,
5,blademaster_weapon,1101,Sakura Recorder G,hunting-horn,10,vallode,10,,,Y,Y,1300,5.2,250,0%,2,Dragon 340,Dragon 34,"6,4,8,12,6,4","6,4,8,12,6,5,4",,100000,Commendation S x1; ThckPnkRathnScl x7; HvyPnkRathianShl x5; Pnk Rathian Cpc x10,,,,,,,,,,,,,
5,blademaster_weapon,1102,Dead Revolver G,hammer,9,vallode,9,,,Y,Y,1248,5.2,240,0%,2,Fire 400,Fire 40,"10,1,3,17,6,3","10,1,3,17,6,5,3",,100000,Commendation G x1; Eltalite Ore x10; Firestone x15; FireWyvrn Marrow x10,,,,,,,,,,,,,
5,blademaster_weapon,1103,SanctionedGunHammr G,hammer,10,vallode,10,,,Y,Y,1196,5.2,230,0%,2,Fire 500,Fire 50,"8,7,7,11,5,2","8,7,7,11,5,5,2",,100000,Commendation S x1; Firecell Stone x10; Monster Essence x8; Mellanje Ore x5,,,,,,,,,,,,,
5,blademaster_weapon,1104,Anchor Crusher G,hammer,9,vallode,9,,,Y,Y,1300,5.2,250,0%,2,Water 380,Water 38,"9,2,13,7,5,4","9,2,13,7,5,6,3",,100000,Commendation G x1; Ancient Fish x10; SpecPlesiothFin+ x5; Eltalite Ore x8,,,,,,,,,,,,,
5,blademaster_weapon,1105,TrueBlackCauldron G,hammer,9,vallode,9,,9,Y,Y,1300,5.2,250,0%,3,,,"10,1,3,17,6,3","10,1,3,17,6,5,3",,100000,Commendation G x1; FlynMealPassReg x10; Carbalite Ore x15; HvyBlkBlosShell x5,,,,,,,,,,,,,
5,blademaster_weapon,1106,TwoStarSilverPot G,hammer,9,vallode,9,,9,Y,Y,1196,5.2,230,20%,0,,,"3,2,17,12,4,5,2","3,2,17,12,4,5,2",,100000,Commendation G x1; FlynMealPassPlus x10; Rainbow Ore x20; HvySlvrRthlsShl x5,,,,,,,,,,,,,
5,blademaster_weapon,1107,Bone Axe G,hammer,9,vallode,9,,,Y,Y,1508,5.2,290,10%,2,,,"6,4,8,12,5","6,4,8,12,6,4",,100000,Commendation G x1; Hrd Monster Bone x15; Monster Essence x5; Hvy Tigrex Shell x5,,,,,,,,,,,,,
5,blademaster_weapon,1108,Great Bagpipe G,hunting-horn,9,vallode,9,,,Y,Y,1404,5.2,270,-5%,1,,,"3,2,17,12,4,2","3,2,17,12,4,5,2",,100000,Commendation G x1; SpecRemobraSkin+ x8; Giant Blk Pearl x5; Screamer x10,,,,,,,,,,,,,
5,blademaster_weapon,1109,Heavy Bagpipe G,hunting-horn,9,vallode,9,,,Y,Y,1352,5.2,260,-5%,2,,,"3,2,17,12,4,2","3,2,17,12,4,5,2",,100000,Commendation G x1; Eltalite Ore x5; HvyBlkGraviosShl x5; Narga Brain Stem x3,,,,,,,,,,,,,
5,blademaster_weapon,1110,Spiked Hammer G,hammer,9,vallode,9,,,Y,Y,1456,5.2,280,0%,0,,,"10,1,3,17,6,3","10,1,3,17,6,5,3",,100000,Commendation G x1; Needleberry x50; Eltalite Ore x8; Emperor Cricket x8,,,,,,,,,,,,,
5,blademaster_weapon,1111,Crystal Nova G,hammer,9,vallode,9,,,Y,Y,1456,5.2,280,0%,1,,,"8,7,7,11,5,2","8,7,7,11,5,5,2",,100000,Commendation G x1; Lightcrystal x15; Novacrystal x10; Purecrystal x5,,,,,,,,,,,,,
5,blademaster_weapon,1112,Titan Hammer G,hammer,9,vallode,9,,,Y,Y,1560,5.2,300,-15%,1,,,"8,7,7,11,2","8,7,7,11,5,2",,100000,Commendation x1; HvyBasariosShell x6; Gravios Carapace x10; Machalite Ore x20,,,,,,,,,,,,,
5,blademaster_weapon,1113,Crater Maker G,hammer,10,vallode,10,,,Y,Y,1300,5.2,250,0%,2,Poison 200,Poison 20,"14,4,6,7,4,5","14,4,6,7,4,6,4",,100000,Commendation S x1; HvyGraviosShell x6; DeadlyPoisonSac x3; Wyvern Stone x5,,,,,,,,,,,,,
5,blademaster_weapon,1114,Torment(Purgatory) G,hammer,10,vallode,10,,,Y,Y,1352,5.2,260,0%,1,Fire 310,Fire 31,"8,7,7,11,5,2","8,7,7,11,5,5,2",,100000,Commendation S x1; HvyBlkGraviosShl x6; Blazing Fire Sac x3; Wyvern Stone x5,,,,,,,,,,,,,
5,blademaster_weapon,1115,Basarios Rock G,hunting-horn,9,vallode,9,,,Y,Y,1352,5.2,260,0%,0,Fire 280,Fire 28,"6,4,8,12,6,4","6,4,8,12,6,5,4",,100000,Commendation S x1; HvyBasariosShell x8; StrBasariosWing x2; Flame Sac x20,,,,,,,,,,,,,
5,blademaster_weapon,1116,Great Demon Hammer G,hammer,9,vallode,9,,,Y,Y,1404,5.2,270,20%,1,,,"6,4,8,12,6,4","6,4,8,12,6,5,4",,100000,Commendation G x1; Eltalite Ore x8; Carbalite Ore x25; Velocidrome Head x5,,,,,,,,,,,,,
5,blademaster_weapon,1117,Bone Club G,hammer,9,vallode,9,,,Y,Y,1560,5.2,300,-10%,0,,,"8,7,7,8","8,7,7,11,2",,100000,Commendation G x1; Mystery Bone x50; Stout Bone x15; Massive Bone x5,,,,,,,,,,,,,
5,blademaster_weapon,1118,Enormous Ham G,hammer,9,vallode,9,,9,Y,Y,1612,5.2,310,-20%,0,,,"10,1,3,16","10,1,3,17,4",,100000,Commendation G x1; Gourmet Steak x10; FlynMealPassReg x10; Hvy Monster Bone x8,,,,,,,,,,,,,
5,blademaster_weapon,1119,Atlas Hammer G,hammer,9,vallode,9,,,Y,Y,1456,5.2,280,0%,0,,,"5,4,14,10,4,3","5,4,14,10,4,6,2",,100000,Commendation G x1; Sm Monster Bone x40; Giant Bone x30; Massive Bone x10,,,,,,,,,,,,,
5,blademaster_weapon,1120,Kut-Ku Jaw G,hammer,9,vallode,9,,,Y,Y,1456,5.2,280,0%,0,,,"5,4,14,10,4,3","5,4,14,10,4,6,2",,100000,Commendation G x1; Giant Beak x6; Hvy Kut-Ku Shell x10; Monster Essence x5,,,,,,,,,,,,,
