item_id,name_ULES,name_ULUS,name_ENGPATCH,name_JP,name_COMPLETE,item_tag,item_tag_JP,storable,not_storable_reason,is_decoration,x99_able,max_stack,special,rarity,grindable,tradeable
416,Long Garuga Ear,Long Garuga Ear,Garuga Devil Ear,黒狼鳥の地獄耳,Long Garuga Ear,,,yes,,no,yes,99,,5,yes,no
417,Sharpened Beak,Sharpened Beak,Sharpened Beak,尖ったクチバシ,Sharpened Beak,,,yes,,no,yes,99,,5,yes,no
418,Rejuvenated Beak,Rejuvenated Beak,Sharpened Beak+,イカしたクチバシ,Rejuvenated Beak,,,yes,,no,yes,99,,5,yes,no
419,Garuga Wing,Garuga Wing,Garuga Wing,黒狼鳥の翼,Garuga Wing,,,yes,,no,yes,99,,5,yes,no
420,Str Garuga Wing,Str Garuga Wing,Garuga StrngWng,黒狼鳥の剛翼,Str Garuga Wing,,,yes,,no,yes,99,,5,yes,no
421,Garuga Tail,Garuga Tail,Garuga Tail,黒狼鳥の尻尾,Garuga Tail,,,yes,,no,yes,99,,5,yes,no
422,LethrGarugaTail,LethrGarugaTail,Garuga Tail+,黒狼鳥の靭尾,LethrGarugaTail,,,yes,,no,yes,99,,5,yes,no
423,Garuga Mane,Garuga Mane,Garuga Mane,黒狼鳥のたてがみ,Garuga Mane,,,yes,,no,yes,99,,5,yes,no
424,SilverGarugaPelt,SilverGarugaPelt,Garuga Slvr Mane,黒狼鳥の銀狼毛,SilverGarugaPelt,,,yes,,no,yes,99,,5,yes,no
425,Blango Pelt,Blango Pelt,Blango Pelt,ブランゴの毛,Blango Pelt,,,yes,,no,yes,99,,4,yes,no
426,Blango Pelt+,Blango Pelt+,Blango Pelt+,ブランゴの剛毛,Blango Pelt+,,,yes,,no,yes,99,,4,yes,no
427,Sharp Claw,Sharp Claw,Sharp Claw,とがった爪,Sharp Claw,,,yes,,no,yes,99,,4,yes,no
428,Piercing Claw,Piercing Claw,Razor Claw,鋭利な爪,Piercing Claw,,,yes,,no,yes,99,,5,yes,no
429,Blangonga Fang,Blangonga Fang,Blangonga Fang,雪獅子の牙,Blangonga Fang,,,yes,,no,yes,99,,5,yes,no
430,Blangonga Fang+,Blangonga Fang+,Blangonga Fang+,雪獅子の鋭牙,Blangonga Fang+,,,yes,,no,yes,99,,5,yes,no
431,HvyBlangongaFang,HvyBlangongaFang,Blangnga HvyFang,雪獅子の重牙,HvyBlangongaFang,,,yes,,no,yes,99,,5,yes,no
432,Blangonga Pelt,Blangonga Pelt,Blangonga Pelt,雪獅子の毛,Blangonga Pelt,,,yes,,no,yes,99,,4,yes,no
433,Blangonga Pelt+,Blangonga Pelt+,Blangonga Pelt+,雪獅子の剛毛,Blangonga Pelt+,,,yes,,no,yes,99,,5,yes,no
434,HrdBlangongaPlt+,HrdBlangongaPlt+,Blangonga Pelt G,雪獅子の豪剛毛,HrdBlangongaPlt+,,,yes,,no,yes,99,,5,yes,no
435,Blangonga Whiskr,Blangonga Whiskr,Blangonga Whiskr,雪獅子の髭,Blangonga Whiskr,,,yes,,no,yes,99,,5,yes,no
436,Lthr Pelagus Plt,Lthr Pelagus Plt,Blngnga HrdWhskr,強靭な牙獣髭,Lthr Pelagus Plt,,,yes,,no,yes,99,,5,yes,no
437,Blangonga Tail,Blangonga Tail,Blangonga Tail,雪獅子の尻尾,Blangonga Tail,,,yes,,no,yes,99,,5,yes,no
438,LeathrBlangoTail,LeathrBlangoTail,Blangonga Tail G,雪獅子の靭尾,LeathrBlangoTail,,,yes,,no,yes,99,,5,yes,no
439,C.BlangongaPelt+,C.BlangongaPelt+,Brwn BlngngaPelt,砂獅子の豪剛毛,C.BlangongaPelt+,,,yes,,no,yes,99,,5,yes,no
440,HvyC.BlangoFang,HvyC.BlangoFang,Brwn BlngngaFang,砂獅子の重牙,HvyC.BlangoFang,,,yes,,no,yes,99,,5,yes,no
441,LthrC.BlangoTail,LthrC.BlangoTail,Brwn BlngngaTail,砂獅子の靭尾,LthrC.BlangoTail,,,yes,,no,yes,99,,5,yes,no
442,Conga Pelt,Conga Pelt,Conga Pelt,コンガの毛,Conga Pelt,,,yes,,no,yes,99,,4,yes,no
443,Conga Pelt+,Conga Pelt+,Conga Pelt+,コンガの剛毛,Conga Pelt+,,,yes,,no,yes,99,,4,yes,no
444,Congalala Pelt,Congalala Pelt,Congalala Pelt,桃毛獣の毛,Congalala Pelt,,,yes,,no,yes,99,,4,yes,no
445,Congalala Pelt+,Congalala Pelt+,Congalala Pelt+,桃毛獣の剛毛,Congalala Pelt+,,,yes,,no,yes,99,,5,yes,no
446,HrdCongalalaPlt+,HrdCongalalaPlt+,Congalala Pelt G,桃毛獣の豪剛毛,HrdCongalalaPlt+,,,yes,,no,yes,99,,5,yes,no
447,Vibrant Pelt,Vibrant Pelt,Vibrant Pelt,極彩色の毛,Vibrant Pelt,,,yes,,no,yes,99,,5,yes,no
448,Congalala Claw,Congalala Claw,Congalala Claw,桃毛獣の爪,Congalala Claw,,,yes,,no,yes,99,,4,yes,no
449,Congalala Claw+,Congalala Claw+,Congalala Claw+,桃毛獣の尖爪,Congalala Claw+,,,yes,,no,yes,99,,5,yes,no
450,HrdCongalalaClw+,HrdCongalalaClw+,Congalala Claw G,桃毛獣の剛爪,HrdCongalalaClw+,,,yes,,no,yes,99,,5,yes,no
451,Congalala Fang,Congalala Fang,Congalala Fang,桃毛獣の牙,Congalala Fang,,,yes,,no,yes,99,,5,yes,no
452,Lg Pelagus Fang,Lg Pelagus Fang,ConglalaStrngFng,堅牢な牙獣牙,Lg Pelagus Fang,,,yes,,no,yes,99,,5,yes,no
453,E.CongalalaPelt+,E.CongalalaPelt+,GrnCongalalaPelt,緑毛獣の豪剛毛,E.CongalalaPelt+,,,yes,,no,yes,99,,5,yes,no
454,HrdE.CongaClaw,HrdE.CongaClaw,GrnCongalalaClaw,緑毛獣の剛爪,HrdE.CongaClaw,,,yes,,no,yes,99,,5,yes,no
455,Vibrant Comb,Vibrant Comb,Vibrant Crown,極彩色のトサカ,Vibrant Comb,,,yes,,no,yes,99,,5,yes,no
456,Rajang Horn,Rajang Horn,Rajang Horn,金獅子の尖角,Rajang Horn,,,yes,,no,yes,99,,5,yes,no
457,Hard Rajang Horn,Hard Rajang Horn,Rajang Hard Horn,金獅子の剛角,Hard Rajang Horn,,,yes,,no,yes,99,,5,yes,no
458,Rajang Fang,Rajang Fang,Rajang Fang,金獅子の鋭牙,Rajang Fang,,,yes,,no,yes,99,,5,yes,no
459,Hvy Rajang Fang,Hvy Rajang Fang,Rajang Hvy Fang,金獅子の重牙,Hvy Rajang Fang,,,yes,,no,yes,99,,5,yes,no
460,Blk Rajang Pelt,Blk Rajang Pelt,Blk Rajang Pelt,金獅子の黒毛,Blk Rajang Pelt,,,yes,,no,yes,99,,5,yes,no
461,Blk Rajang Pelt+,Blk Rajang Pelt+,BlkRajangThkPelt,金獅子の黒荒毛,Blk Rajang Pelt+,,,yes,,no,yes,99,,5,yes,no
462,Rajang Claw,Rajang Claw,Rajang Claw,金獅子の尖爪,Rajang Claw,,,yes,,no,yes,99,,5,yes,no
463,Hard Rajang Claw,Hard Rajang Claw,Rajang StrngClaw,金獅子の剛爪,Hard Rajang Claw,,,yes,,no,yes,99,,5,yes,no
464,Rajang Tail,Rajang Tail,Rajang Tail,金獅子の尻尾,Rajang Tail,,,yes,,no,yes,99,,5,yes,no
465,dummy,dummy,Dummy item,ダミーアイテム,Dummy,,,no,not a real item - developer padding,no,no,0,,,no,no
466,Gold Rajang Pelt,Gold Rajang Pelt,Gold Rajang Pelt,黄金の毛,Gold Rajang Pelt,,,yes,,no,yes,99,,5,yes,no
467,GoldRajangPelt+,GoldRajangPelt+,ShiningRajangPlt,黄金の煌毛,GoldRajangPelt+,,,yes,,no,yes,99,,5,yes,no
468,Piscine Fang,Piscine Fang,Piscine Fang,魚竜の牙,Piscine Fang,,,yes,,no,yes,99,,4,yes,no
469,HvyPiscineFang,HvyPiscineFang,Piscine Fang+,魚竜の重牙,HvyPiscineFang,,,yes,,no,yes,99,,5,yes,no
470,Plesioth Scale,Plesioth Scale,Plesioth Scale,水竜の鱗,Plesioth Scale,,,yes,,no,yes,99,,4,yes,no
471,Plesioth Scale+,Plesioth Scale+,Plesioth Scale+,水竜の上鱗,Plesioth Scale+,,,yes,,no,yes,99,,5,yes,no
472,ThckPlesiothScl,ThckPlesiothScl,Plsioth Thck Scl,水竜の厚鱗,ThckPlesiothScl,,,yes,,no,yes,99,,5,yes,no
473,Plesioth Fin,Plesioth Fin,Plesioth Fin,水竜のヒレ,Plesioth Fin,,,yes,,no,yes,99,,5,yes,no
474,Plesioth Fin+,Plesioth Fin+,Plesioth Fin+,水竜の上ビレ,Plesioth Fin+,,,yes,,no,yes,99,,5,yes,no
475,SpecPlesiothFin+,SpecPlesiothFin+,Plesioth Fin G,水竜の特上ビレ,SpecPlesiothFin+,,,yes,,no,yes,99,,5,yes,no
476,Grn Plesioth Scl,Grn Plesioth Scl,Grn Plesioth Scl,翠水竜の鱗,Grn Plesioth Scl,,,yes,,no,yes,99,,5,yes,no
477,Grn Plsioth Scl+,Grn Plsioth Scl+,Grn Plsioth Scl+,翠水竜の上鱗,Grn Plsioth Scl+,,,yes,,no,yes,99,,5,yes,no
478,ThckGrnPlesioScl,ThckGrnPlesioScl,GrnPlsiothThkScl,翠水竜の厚鱗,ThckGrnPlesioScl,,,yes,,no,yes,99,,5,yes,no
479,Grn Plesioth Fin,Grn Plesioth Fin,Grn Plesioth Fin,翠水竜のヒレ,Grn Plesioth Fin,,,yes,,no,yes,99,,5,yes,no
480,Grn Plsioth Fin+,Grn Plsioth Fin+,Grn Plsioth Fin+,翠水竜の上ビレ,Grn Plsioth Fin+,,,yes,,no,yes,99,,5,yes,no
481,SpecGrnPlesioFn+,SpecGrnPlesioFn+,GrnPlsioth Fin G,翠水竜の特上ビレ,SpecGrnPlesioFn+,,,yes,,no,yes,99,,5,yes,no
482,Cephalos Scale,Cephalos Scale,Cephalos Scale,砂竜の鱗,Cephalos Scale,,,yes,,no,yes,99,,4,yes,no
483,Cephalos Scale+,Cephalos Scale+,Cephalos Scale+,砂竜の上鱗,Cephalos Scale+,,,yes,,no,yes,99,,5,yes,no
484,Cephalos Fin,Cephalos Fin,Cephalos Fin,砂竜のヒレ,Cephalos Fin,,,yes,,no,yes,99,,5,yes,no
485,Cephalos Fin+,Cephalos Fin+,Cephalos Fin+,砂竜の上ビレ,Cephalos Fin+,,,yes,,no,yes,99,,5,yes,no
486,Coral Cphlos Scl,Coral Cphlos Scl,Coral Cphlos Scl,砂竜の紫鱗,Coral Cphlos Scl,,,yes,,no,yes,99,,5,yes,no
487,Coral Cphlos Fin,Coral Cphlos Fin,Coral Cphlos Fin,砂竜の桃ヒレ,Coral Cphlos Fin,,,yes,,no,yes,99,,5,yes,no
488,ThckLavasiothScl,ThckLavasiothScl,Volganos Thk Scl,溶岩竜の厚鱗,ThckLavasiothScl,,,yes,,no,yes,99,,5,yes,no
489,HvyLavasiothShl,HvyLavasiothShl,Volganos Hvy Cpc,溶岩竜の重殻,HvyLavasiothShl,,,yes,,no,yes,99,,5,yes,no
490,HvyLavasiothFang,HvyLavasiothFang,Volganos HvyFang,溶岩竜の重牙,HvyLavasiothFang,,,yes,,no,yes,99,,5,yes,no
491,SpecLavasioFin+,SpecLavasioFin+,Volganos Fin+,溶岩竜の特上ビレ,SpecLavasioFin+,,,yes,,no,yes,99,,5,yes,no
492,Lavasioth Ticket,Lavasioth Ticket,Lava ticket,ラヴァチケット,Lavasioth Ticket,,,yes,,no,yes,99,,5,yes,no
493,Wyvern Skull Shl,Wyvern Skull Shl,Wyvern Skull Shl,竜頭殻,Wyvern Skull Shl,,,yes,,no,yes,99,,4,yes,no
494,Sm Hermitaur Shl,Sm Hermitaur Shl,Sm Hermitaur Shl,盾蟹の小殻,Sm Hermitaur Shl,,,yes,,no,yes,99,,2,yes,yes
495,Hermitaur Shell,Hermitaur Shell,Hermitaur Shell,盾蟹の甲殻,Hermitaur Shell,,,yes,,no,yes,99,,4,yes,no
496,Hermitaur Carpce,Hermitaur Carpce,Hermitaur Carpce,盾蟹の堅殻,Hermitaur Carpce,,,yes,,no,yes,99,,5,yes,no
497,HvyHermitaurShl,HvyHermitaurShl,Hermitaur HvyCpc,盾蟹の重殻,HvyHermitaurShl,,,yes,,no,yes,99,,5,yes,no
498,Hermitaur Claw,Hermitaur Claw,Hermitaur Claw,盾蟹の爪,Hermitaur Claw,,,yes,,no,yes,99,,5,yes,no
499,Hermitaur Claw+,Hermitaur Claw+,Hermitaur Claw+,盾蟹の尖爪,Hermitaur Claw+,,,yes,,no,yes,99,,5,yes,no
500,HrdHermitaurClaw,HrdHermitaurClaw,HermitaurClaw G,盾蟹の剛爪,HrdHermitaurClaw,,,yes,,no,yes,99,,5,yes,no
501,PlumD.HermitrShl,PlumD.HermitrShl,Pur HermitaurShl,盾蟹の紫殻,PlumD.HermitrShl,,,yes,,no,yes,99,,5,yes,no
502,PlumD.HermitrClw,PlumD.HermitrClw,Pur HermitaurClw,盾蟹の紫爪,PlumD.HermitrClw,,,yes,,no,yes,99,,4,yes,no
503,Sm Ceanataur Shl,Sm Ceanataur Shl,Sm Ceanataur Shl,鎌蟹の小殻,Sm Ceanataur Shl,,,yes,,no,yes,99,,2,yes,yes
504,Ceanataur Shell,Ceanataur Shell,Ceanataur Shell,鎌蟹の甲殻,Ceanataur Shell,,,yes,,no,yes,99,,4,yes,no
505,Ceanataur Carpce,Ceanataur Carpce,Ceanataur Carpce,鎌蟹の堅殻,Ceanataur Carpce,,,yes,,no,yes,99,,5,yes,no
506,HvyCeanataurShl,HvyCeanataurShl,CeanataurHvyCpc,鎌蟹の重殻,HvyCeanataurShl,,,yes,,no,yes,99,,5,yes,no
507,Ceanataur Leg,Ceanataur Leg,Ceanataur Leg,鎌蟹の脚,Ceanataur Leg,,,yes,,no,yes,99,,5,yes,no
508,HvyCeanataurLeg,HvyCeanataurLeg,CeanataurHvyLeg,鎌蟹の重脚,HvyCeanataurLeg,,,yes,,no,yes,99,,5,yes,no
509,Ceanataur Pincer,Ceanataur Pincer,Ceanataur Pincer,鎌蟹の鋏,Ceanataur Pincer,,,yes,,no,yes,99,,5,yes,no
510,Ceanataur Claw,Ceanataur Claw,Ceanataur Claw,鎌蟹の爪,Ceanataur Claw,,,yes,,no,yes,99,,5,yes,no
511,Ceanataur Claw+,Ceanataur Claw+,Ceanataur Claw+,鎌蟹の尖爪,Ceanataur Claw+,,,yes,,no,yes,99,,5,yes,no
512,HrdCeanataurClaw,HrdCeanataurClaw,CeanataurClaw G,鎌蟹の剛爪,HrdCeanataurClaw,,,yes,,no,yes,99,,5,yes,no
513,TerraCeanatrShl,TerraCeanatrShl,RedCeanataurShl,鎌蟹の朱殻,TerraCeanatrShl,,,yes,,no,yes,99,,5,yes,no
514,TerraCeanatrClaw,TerraCeanatrClaw,RedCeanataurClaw,鎌蟹の朱爪,TerraCeanatrClaw,,,yes,,no,yes,99,,5,yes,no
515,Sm Lobstershell,Sm Lobstershell,Sm Lobstershell,エビの小殻,Sm Lobstershell,,,yes,,no,yes,99,,5,yes,no
516,Lg Lobstershell,Lg Lobstershell,Lg Lobstershell,エビの大殻,Lg Lobstershell,,,yes,,no,yes,99,,5,yes,no
517,Gt Lobstershell,Gt Lobstershell,Hg Lobstershell,エビの巨大殻,Gt Lobstershell,,,yes,,no,yes,99,,5,yes,no
518,dummy,Amezari Shell,King Lobster Shl,アメザリの甲殻,Amezari Shell,,,yes,,no,yes,99,,5,yes,no
519,dummy,Gt Amezari Shell,King Lobster Cpc,アメザリの巨大殻,Amezari Carapace,,,yes,,no,yes,99,,5,yes,no
520,Rathian Scale,Rathian Scale,Rathian Scale,雌火竜の鱗,Rathian Scale,,,yes,,no,yes,99,,4,yes,no
521,Rathian Scale+,Rathian Scale+,Rathian Scale+,雌火竜の上鱗,Rathian Scale+,,,yes,,no,yes,99,,5,yes,no
522,ThckRathianScl,ThckRathianScl,Rathian Thck Scl,雌火竜の厚鱗,ThckRathianScl,,,yes,,no,yes,99,,5,yes,no
523,Rathian Plate,Rathian Plate,Rathian Plate,雌火竜の逆鱗,Rathian Plate,,,yes,,no,yes,99,,5,yes,no
524,Rathian Ruby,Rathian Ruby,Rathian Ruby,雌火竜の紅玉,Rathian Ruby,,,yes,,no,yes,99,,5,yes,no
525,HvnlyRathianScl,HvnlyRathianScl,RathianDvnePlate,雌火竜の天鱗,HvnlyRathianScl,,,yes,,no,yes,99,,5,yes,no
526,Rathian Shell,Rathian Shell,Rathian Shell,雌火竜の甲殻,Rathian Shell,,,yes,,no,yes,99,,4,yes,no
527,Rathian Carapace,Rathian Carapace,Rathian Carapace,雌火竜の堅殻,Rathian Carapace,,,yes,,no,yes,99,,5,yes,no
528,HvyRathianShell,HvyRathianShell,Rathian Hvy Cpc,雌火竜の重殻,HvyRathianShell,,,yes,,no,yes,99,,5,yes,no
529,Rathian Spike,Rathian Spike,Rathian Spike,雌火竜の棘,Rathian Spike,,,yes,,no,yes,99,,5,yes,no
530,Rathian Spike+,Rathian Spike+,Rathian Spike+,雌火竜の上棘,Rathian Spike+,,,yes,,no,yes,99,,5,yes,no
531,Rathian Thorn,Rathian Thorn,Rathian Spike G,雌火竜の秘棘,Rathian Thorn,,,yes,,no,yes,99,,5,yes,no
532,Pnk Rathian Scl,Pnk Rathian Scl,Pnk Rathian Scl,桜火竜の鱗,Pnk Rathian Scl,,,yes,,no,yes,99,,5,yes,no
533,Pnk Rathian Scl+,Pnk Rathian Scl+,PnkRathian Scl+,桜火竜の上鱗,Pnk Rathian Scl+,,,yes,,no,yes,99,,5,yes,no
534,ThckPnkRathnScl,ThckPnkRathnScl,PnkRathianThkScl,桜火竜の厚鱗,ThckPnkRathnScl,,,yes,,no,yes,99,,5,yes,no
535,Pnk Rathian Shl,Pnk Rathian Shl,Pnk Rathian Shl,桜火竜の甲殻,Pnk Rathian Shl,,,yes,,no,yes,99,,5,yes,no
536,Pnk Rathian Cpc,Pnk Rathian Cpc,Pnk Rathian Cpc,桜火竜の堅殻,Pnk Rathian Cpc,,,yes,,no,yes,99,,5,yes,no
537,HvyPnkRathianShl,HvyPnkRathianShl,PnkRathianHvyCpc,桜火竜の重殻,HvyPnkRathianShl,,,yes,,no,yes,99,,5,yes,no
538,Gld Rathian Scl+,Gld Rathian Scl+,Gld Rathian Scl+,金火竜の上鱗,Gld Rathian Scl+,,,yes,,no,yes,99,,5,yes,no
539,ThckGldRathnScl,ThckGldRathnScl,GldRathianThkScl,金火竜の厚鱗,ThckGldRathnScl,,,yes,,no,yes,99,,5,yes,no
540,Gld Rathian Cpc,Gld Rathian Cpc,Gld Rathian Cpc,金火竜の堅殻,Gld Rathian Cpc,,,yes,,no,yes,99,,5,yes,no
541,HvyGldRathianShl,HvyGldRathianShl,GldRathianHvyCpc,金火竜の重殻,HvyGldRathianShl,,,yes,,no,yes,99,,5,yes,no
542,GoldRathianThorn,GoldRathianThorn,GldRathianSpike,金火竜の秘棘,GoldRathianThorn,,,yes,,no,yes,99,,5,yes,no
543,Fire Wyvern Claw,Fire Wyvern Claw,FireWyvern Claw,火竜の翼爪,Fire Wyvern Claw,,,yes,,no,yes,99,,4,yes,no
544,HrdFireWyvernClw,HrdFireWyvernClw,FireWyvrnHrdClaw,火竜の剛翼爪,HrdFireWyvernClw,,,yes,,no,yes,99,,5,yes,no
545,FireWyvern Fluid,FireWyvern Fluid,FireWyvern Fluid,火竜の体液,FireWyvern Fluid,,,yes,,no,yes,99,,4,yes,no
546,FireWyvrn Marrow,FireWyvrn Marrow,FireWyvrn Marrow,火竜の骨髄,FireWyvrn Marrow,,,yes,,no,yes,99,,5,yes,no
547,FireWyvrn BrnStm,FireWyvrn BrnStm,FireWyvrn BrnStm,火竜の延髄,FireWyvrn BrnStm,,,yes,,no,yes,99,,5,yes,no
548,Rathalos Scale,Rathalos Scale,Rathalos Scale,火竜の鱗,Rathalos Scale,,,yes,,no,yes,99,,4,yes,no
549,Rathalos Scale+,Rathalos Scale+,Rathalos Scale+,火竜の上鱗,Rathalos Scale+,,,yes,,no,yes,99,,5,yes,no
550,Hrd Rathalos Scl,Hrd Rathalos Scl,Rathalos ThckScl,火竜の厚鱗,Hrd Rathalos Scl,,,yes,,no,yes,99,,5,yes,no
551,Rathalos Plate,Rathalos Plate,Rathalos Plate,火竜の逆鱗,Rathalos Plate,,,yes,,no,yes,99,,5,yes,no
552,Rathalos Ruby,Rathalos Ruby,Rathalos Ruby,火竜の紅玉,Rathalos Ruby,,,yes,,no,yes,99,,5,yes,no
553,HvnlyRathalosScl,HvnlyRathalosScl,RathlosDvnePlate,火竜の天鱗,HvnlyRathalosScl,,,yes,,no,yes,99,,5,yes,no
554,Rathalos Shell,Rathalos Shell,Rathalos Shell,火竜の甲殻,Rathalos Shell,,,yes,,no,yes,99,,4,yes,no
555,Rathalos Carpace,Rathalos Carpace,Rathalos Carpace,火竜の堅殻,Rathalos Carpace,,,yes,,no,yes,99,,5,yes,no
556,HvyRathalosShl,HvyRathalosShl,Rathalos Hvy Cpc,火竜の重殻,HvyRathalosShl,,,yes,,no,yes,99,,5,yes,no
557,Rathalos Tail,Rathalos Tail,Rathalos Tail,火竜の尻尾,Rathalos Tail,,,yes,,no,yes,99,,5,yes,no
558,LthrRathalosTail,LthrRathalosTail,Rathalos HrdTail,火竜の靭尾,LthrRathalosTail,,,yes,,no,yes,99,,5,yes,no
559,Rathalos Webbing,Rathalos Webbing,Rathalos Webbing,火竜の翼膜,Rathalos Webbing,,,yes,,no,yes,99,,4,yes,no
560,Rathalos Wing,Rathalos Wing,Rathalos Wing,火竜の翼,Rathalos Wing,,,yes,,no,yes,99,,5,yes,no
561,StrRathalosWing,StrRathalosWing,RathlosStrngWng,火竜の剛翼,StrRathalosWing,,,yes,,no,yes,99,,5,yes,no
562,Azure Rthlos Scl,Azure Rthlos Scl,Azr Rathlos Scl,蒼火竜の鱗,Azure Rthlos Scl,,,yes,,no,yes,99,,5,yes,no
563,Azre Rthlos Scl+,Azre Rthlos Scl+,Azr Rathlos Scl+,蒼火竜の上鱗,Azre Rthlos Scl+,,,yes,,no,yes,99,,5,yes,no
564,ThckAzurRthlsScl,ThckAzurRthlsScl,AzrRathlosThkScl,蒼火竜の厚鱗,ThckAzurRthlsScl,,,yes,,no,yes,99,,5,yes,no
565,Azure Rthlos Shl,Azure Rthlos Shl,Azre Rathlos Shl,蒼火竜の甲殻,Azure Rthlos Shl,,,yes,,no,yes,99,,5,yes,no
566,Azure Rthlos Cpc,Azure Rthlos Cpc,Azre Rathlos Cpc,蒼火竜の堅殻,Azure Rthlos Cpc,,,yes,,no,yes,99,,5,yes,no
567,HvyAzurRthlsShl,HvyAzurRthlsShl,AzrRathlosHvyCpc,蒼火竜の重殻,HvyAzurRthlsShl,,,yes,,no,yes,99,,5,yes,no
568,Azur Rthlos Tail,Azur Rthlos Tail,Azr Rathlos Tail,蒼火竜の尻尾,Azur Rthlos Tail,,,yes,,no,yes,99,,5,yes,no
569,LthrAzrRthlsTail,LthrAzrRthlsTail,AzrRthlosHrdTail,蒼火竜の靭尾,LthrAzrRthlsTail,,,yes,,no,yes,99,,5,yes,no
570,Azur Rthlos Wing,Azur Rthlos Wing,Azur Rathlos Wng,蒼火竜の翼,Azur Rthlos Wing,,,yes,,no,yes,99,,5,yes,no
571,Slvr Rthlos Scl+,Slvr Rthlos Scl+,Slvr Ratlos Scl+,銀火竜の上鱗,Slvr Rthlos Scl+,,,yes,,no,yes,99,,5,yes,no
572,ThckSlvrRthlsScl,ThckSlvrRthlsScl,SlvrRthlosThkScl,銀火竜の厚鱗,ThckSlvrRthlsScl,,,yes,,no,yes,99,,5,yes,no
573,Slvr Rthlos Cpc,Slvr Rthlos Cpc,Slvr Rathlos Cpc,銀火竜の堅殻,Slvr Rthlos Cpc,,,yes,,no,yes,99,,5,yes,no
574,HvySlvrRthlsShl,HvySlvrRthlsShl,SlvrRthlosHvyCpc,銀火竜の重殻,HvySlvrRthlsShl,,,yes,,no,yes,99,,5,yes,no
575,Slvr Rthlos Tail,Slvr Rthlos Tail,Slvr Ratlos Tail,銀火竜の尻尾,Slvr Rthlos Tail,,,yes,,no,yes,99,,5,yes,no
576,LthrSlvrRthlsTal,LthrSlvrRthlsTal,SlvRthlosHrdTail,銀火竜の靭尾,LthrSlvrRthlsTal,,,yes,,no,yes,99,,5,yes,no
577,Slvr Rthlos Wing,Slvr Rthlos Wing,Slvr Rathlos Wng,銀火竜の翼,Slvr Rthlos Wing,,,yes,,no,yes,99,,5,yes,no
578,Flabby Hide,Flabby Hide,Flabby Hide,ブヨブヨした皮,Flabby Hide,,,yes,,no,yes,99,,4,yes,no
579,Khezu Hide - Tan,Khezu Hide - Tan,Khezu Hide - Tan,真珠色の柔皮,Khezu Hide - Tan,,,yes,,no,yes,99,,5,yes,no
580,KhezuHide-Cream,KhezuHide-Cream,Khezu Hide-Gloss,真珠色の艶皮,KhezuHide-Cream,,,yes,,no,yes,99,,5,yes,no
581,Pale Bone,Pale Bone,Pale Bone,アルビノの中落ち,Pale Bone,,,yes,,no,yes,99,,5,yes,no
582,Pale Khezu Steak,Pale Khezu Steak,Pale Khezu Steak,アルビノの霜降り,Pale Khezu Steak,,,yes,,no,yes,99,,5,yes,no
583,KhezuSpecialCut,KhezuSpecialCut,ChoiceKhezuSteak,特撰アルビノ,KhezuSpecialCut,,,yes,,no,yes,99,,5,yes,no
584,Alluring Hide,Alluring Hide,Alluring Hide,魅惑色の柔皮,Alluring Hide,,,yes,,no,yes,99,,5,yes,no
585,Alluring Webbing,Alluring Webbing,Alluring Webbing,魅惑色の翼膜,Alluring Webbing,,,yes,,no,yes,99,,5,yes,no
586,StrAlluringWing,StrAlluringWing,Alluring Wing ,魅惑色の剛翼,StrAlluringWing,,,yes,,no,yes,99,,5,yes,no
587,Basarios Shell,Basarios Shell,Basarios Shell,岩竜の甲殻,Basarios Shell,,,yes,,no,yes,99,,4,yes,no
588,Basarios Carpace,Basarios Carpace,Basarios Carpace,岩竜の堅殻,Basarios Carpace,,,yes,,no,yes,99,,5,yes,no
589,HvyBasariosShell,HvyBasariosShell,Basarios Hvy Cpc,岩竜の重殻,HvyBasariosShell,,,yes,,no,yes,99,,5,yes,no
590,Basarios Wing,Basarios Wing,Basarios Wing,岩竜の翼,Basarios Wing,,,yes,,no,yes,99,,5,yes,no
591,StrBasariosWing,StrBasariosWing,BasariosStrngWng,岩竜の剛翼,StrBasariosWing,,,yes,,no,yes,99,,5,yes,no
592,Basarios Tears,Basarios Tears,Basarios Tears,岩竜の涙,Basarios Tears,,,yes,,no,yes,99,,5,yes,no
593,Tigrex Scale,Tigrex Scale,Tigrex Scale,轟竜の鱗,Tigrex Scale,,,yes,,no,yes,99,,4,yes,no
594,Tigrex Scale+,Tigrex Scale+,Tigrex Scale+,轟竜の上鱗,Tigrex Scale+,,,yes,,no,yes,99,,5,yes,no
595,ThickTigrexScale,ThickTigrexScale,Tigrex Thck Scl,轟竜の厚鱗,ThickTigrexScale,,,yes,,no,yes,99,,5,yes,no
596,HvnlyTigrexScale,HvnlyTigrexScale,TigrexDvinePlate,轟竜の天鱗,HvnlyTigrexScale,,,yes,,no,yes,99,,5,yes,no
597,Tigrex Shell,Tigrex Shell,Tigrex Shell,轟竜の甲殻,Tigrex Shell,,,yes,,no,yes,99,,4,yes,no
598,Tigrex Carapace,Tigrex Carapace,Tigrex Carapace,轟竜の堅殻,Tigrex Carapace,,,yes,,no,yes,99,,5,yes,no
